frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,height,AIC,n,l,tau,zeta
136.78478236582689,1.216513918631752,0.05176134988428697,0.013851334069351877,0.12390952139848604,0.015873473778849945,9.10078171907543,167.7569722994231,,3.0,4108.168498791236,0.9696837210318969
137.60730469535164,0.6387328259909884,,0.0015621852333968188,0.28606458644481497,,16.49894710568931,14.895944612409947,,,4153.522996718503,0.9554447111707745
137.8364255681928,0.5347636926603071,0.008274894300205891,0.006428762210487612,0.12936934447876902,0.005317500347672701,11.00047654454188,28.876208797228173,,,4166.208932001972,0.9488409806311985
138.07611050169555,0.7178247173379593,0.003935522264846725,0.00291408014664101,0.22253255458869536,0.0031180283378607365,41.67586003326037,79.6421304353171,,,4179.543434573639,0.9398520442238272
139.0131693652917,0.8952662834507708,0.014327887221433938,0.00630265833039186,0.15663605556184249,0.008206172607253101,17.806248526395226,95.29575103975368,,,4233.333985752191,0.8600590110789342
139.2310913498611,1.031700483118238,0.007129053546005101,0.004022432496676158,0.22312484779766675,0.0037221861873881533,47.525371287421656,143.67557039881285,,,4246.732981984674,0.8199854669116157
139.4380029362492,0.7366763683604601,0.0122926375721671,0.0066641851223729785,0.14438149353247948,0.006421709880038306,14.052659615300104,50.016053384719285,,,4260.156688261977,0.7678103910582275
140.13533212888407,2.2252989170521364,0.05220326521409946,0.013027850709640526,0.20457406901350092,0.01321638395856405,30.19459246448616,432.585156317058,,,4316.035023264543,0.5382944169908112
140.35244004517108,1.6614649508342845,0.03668985369243208,0.012285900205907349,0.20211264952622904,0.0125624251119351,23.948952114102365,129.11928623690255,,,4336.6912318642335,0.5421007122614274
141.01593535007626,1.098929181339259,0.01503483530604574,0.0062085290379272,0.1802039382269786,0.0072226838481081,25.567653032648693,132.30142087479544,,,4388.799677544838,0.7644928240766594
141.20380061329624,0.9170244036079188,0.014398632341335838,0.006762252660769308,0.1661013134570405,0.008990693682563335,18.590482906534692,78.30179366702579,,,4400.732521390815,0.8130530010804646
141.420695596708,0.965100264142952,0.014302482840614243,0.006276983930038213,0.1637450062544893,0.006682786687511631,20.729248644902565,106.21755924558235,,,4413.7309772329845,0.854628963371573
142.43165049961564,0.8097276589445291,,0.0010887190929134954,0.2543874450091643,,26.51524879692769,37.85113563513733,,,4469.071503707946,0.9404134808493099
142.66149724236877,0.8418293073553821,,0.0018003731978265113,0.4217836178959943,,28.659317265517224,33.63318247941425,,,4481.043661382583,0.9485170721694157
144.21422671703698,2.524507881384264,0.16520664622970066,0.02373387030142017,0.13854689118242255,0.0270795946679576,12.279369674720135,706.0010253703406,11.0,2.0,4559.38657668208,0.9721710161198328
145.58518265902012,3.010982119975127,0.12020154279651445,0.01768026991170837,0.17276521261518538,0.0192840313302529,24.008025213810097,1219.4113032465175,12.0,0.0,4626.362685056745,0.9762291230320904
147.77440069031138,0.35368952473315896,0.006638722067354528,0.007343039530983216,0.11732883461830948,0.007463918494430034,5.99804935571763,4.077622981112653,,,4730.926860469672,0.9656760633160896
147.98670773200806,0.7422740845195364,0.03613398379980255,0.014467953338711415,0.1126145724610576,0.01745458550604366,4.853587660803714,44.03163794903594,,3.0,4740.994847474951,0.9627800774308987
148.978299535247,0.5100526152908905,0.003935522264846725,0.0029732658320809464,0.1831560767408859,0.0038782262573336156,21.041549159531503,29.84905089941094,,,4788.230227518953,0.9375821061768979
149.21447561465024,0.42993895378628544,0.003935522264846725,0.0034495123209015185,0.16163085356613238,0.005759940303137705,14.950693705814668,18.50152460484605,,,4799.628043256534,0.926473940349583
149.44320573254413,0.5189647679646933,0.007878385581976044,0.00497120192734409,0.13510369694087962,0.008062623683661058,10.881496962988507,28.48586221844744,,,4810.783639875657,0.9122404892138218
150.5856533984061,0.9137922377901256,0.034036718251833444,0.012957343723474629,0.13200367853620734,0.015074959299195069,7.809035135426263,106.8031040558053,,,4871.701174873392,0.7118983986370228
150.74797101974286,0.4091175521031021,0.003935522264846724,0.0036742125203295312,0.21586044657034964,0.011233173325289805,13.53767170023499,13.139285226970973,,,4882.205355453915,0.6519441626984704
150.96198159538096,0.7964304027254836,0.0225491489309746,0.010742309088189236,0.1369043426478561,0.012321590453848926,8.953969958007413,80.59607089821657,,,4897.69357301988,0.5680078842702484
151.36431457811526,0.3688312684508696,,0.002402452474923724,0.4576932651139061,,5.501399989365809,-1.4985036963080347,,,4931.848856053581,0.4988539055533229
151.50973615115984,0.5115776595316536,,0.003080638503426577,0.3212425259451019,,10.583782327361167,5.901796117435879,,,4944.241348347292,0.527640889328261
151.60935098715038,0.9202089104773292,0.021293351745558808,0.009330480314219895,0.15167879093129838,0.010744824836443971,12.658404444553677,114.58058915368386,,,4952.208106664989,0.5599867167262167
151.71518335496418,0.6125020333189598,0.003935522264846725,0.0029836274513235185,0.19725327435522794,0.0044407887262924405,30.3433008518057,60.76326343273104,,,4960.126229121006,0.6002690271549721
151.8024376742327,0.5032142296918886,0.013060176275454005,0.014322412792040547,0.18485621676731248,0.012708874551590095,6.171729958270934,27.19917051092852,,,4966.246398762101,0.6349415724891103
151.87875780104818,0.5140201622118203,0.011869564793560048,0.012774622187421984,0.1786586071264002,0.010899065751784577,7.085583828302518,32.50156361129848,,,4971.328398702358,0.6647389424652331
153.07964588490287,0.581637708954588,0.003935522264846725,0.002455320477055505,0.1958485578545316,0.005115444055774072,27.36231660868729,51.32163316533114,,,5034.980198826332,0.9059002120738188
153.29596396967284,0.44660135052251226,0.011475802895956221,0.007516954250332398,0.11314313726541818,0.009167087173378993,5.532317687219624,13.907019568840045,,,5045.06721848861,0.9205743703914259
155.51674188080426,1.7365925893381082,0.18974381158935005,0.03206505706737692,0.11530025406032972,0.04139376033190786,5.059159756460967,266.77300952056976,12.0,2.0,5142.764369689293,0.969445228346504
156.85273966036644,1.6899565409924862,0.20689474516184514,0.035512068904674704,0.11211690894910986,0.04380116140283435,4.393915895835403,228.9658238146476,13.0,0.0,5199.120275451735,0.9727910245158669
160.79396233373475,0.4896542462166338,,0.0015805188537866312,0.1851205118206628,,9.696093793766098,6.9085248060182485,,,5363.281129968543,0.8819913297032835
161.96095674468188,0.7613229460839165,0.0397232668291722,0.017699421720323925,0.13133632746996288,0.023515373089750404,4.6445432224201415,42.73915834360741,,,5422.074857346394,0.5968312037249749
162.18972973611258,0.8656753057029128,0.03916114627648596,0.01624240985156009,0.13517115127813395,0.01847907375579793,6.091227074405477,58.89582641089146,,,5437.9386112324755,0.5094170769044676
162.42250642122153,0.5709362010603957,0.059711178540378836,0.04612302475032234,0.1378246840568372,0.036749829594264934,1.7376793740753746,12.714707702987651,,,5456.367222706251,0.46274761057239017
163.15542642789998,0.8100911017005784,0.1276583926318635,0.12462851808163325,0.14529128470045005,0.06668032232331983,1.6363209057154608,6.121757081607939,,,5507.769511704551,0.6775679904043236
163.42223937758283,0.8951774747533672,0.10342157075776837,0.0499487491210529,0.11794409886381008,0.04566822579918333,2.4663646603027902,21.39278983929762,,,5521.623582315466,0.7618196803945804
166.99978910450398,1.6082154214829285,0.6728646591502918,0.12884187374890296,0.12696596208284033,0.16687931755559812,1.2235193820612655,113.79262439165905,14.0,0.0,5664.417760835146,0.9670579800888014
168.04189961177497,0.4517112917303586,0.010183659645425593,0.0074333594430104,0.13060229642735507,0.009987318261675012,6.377759602992092,9.859469509392511,,,5702.754334972279,0.9692762460834795
168.53189545242859,0.5136332589956046,0.04878269813797578,0.03268794208687559,0.13298318957940689,0.04293009342706338,1.7214348278488438,6.443657886611617,,,5720.6094321676765,0.9684841444678445
